peak_X peak_Y peak_Itot peak_Isub peak_fwaxmaj peak_fwaxmin peak_inclination Xdev Ydev peak_bkg Ipixmax Xfiterr Yfiterr
588.13   948.06   2232.14   1187.72   0.98   0.82    75.867   0.13   0.06   1044.43   2271   0.0060   0.0060
665.40   1175.75   2227.44   1181.02   1.12   1.16    156.216   0.40   -0.25   1046.42   2323   0.0110   0.0120
977.20   54.68   2205.64   1167.04   1.24   1.22    271.352   0.20   -0.32   1038.60   2271   0.0100   0.0100
1268.06   237.83   2196.70   1163.73   1.00   1.05    350.620   0.06   -0.17   1032.97   2247   0.0070   0.0070
1064.87   384.12   2205.80   1161.84   1.04   1.13    348.038   -0.13   0.12   1043.96   2250   0.0080   0.0090
855.81   1194.00   2181.26   1125.18   0.98   1.02    327.628   -0.19   -0.00   1056.09   2147   0.0070   0.0070
375.84   1137.31   2152.48   1112.05   1.42   1.24    117.304   -0.16   0.31   1040.43   2317   0.0460   0.0720
752.02   1290.69   2145.71   1097.89   0.97   1.20    322.976   0.02   -0.31   1047.83   2270   0.0230   0.0290
812.62   1274.07   2152.52   1094.31   1.41   1.31    250.188   -0.38   0.07   1058.21   2302   0.0380   0.0620
1831.47   853.81   2072.27   1052.89   0.92   1.10    190.331   -0.53   -0.19   1019.38   2076   0.0080   0.0100
728.45   760.03   2092.12   1043.40   0.91   0.96    155.654   -0.55   0.03   1048.72   2020   0.0070   0.0080
467.56   208.95   2067.94   1042.33   1.03   1.04    325.928   -0.44   -0.05   1025.61   2050   0.0060   0.0060
758.40   1909.64   2051.98   1033.83   1.13   1.42    339.031   0.40   0.64   1018.16   2093   0.0300   0.0350
1826.55   33.82   2040.18   1022.27   1.58   1.28    16.761   0.55   -0.18   1017.91   2093   0.0220   0.0220
209.58   948.43   2026.72   1007.17   1.14   1.00    338.926   -0.42   0.43   1019.55   1954   0.0120   0.0120
1025.77   753.99   2070.93   1006.26   1.58   1.06    349.108   -0.23   0.99   1064.67   2166   0.0520   0.0390
1982.94   1078.65   2017.71   1000.55   1.29   0.95    165.202   -0.06   -0.35   1017.16   2035   0.0190   0.0190
1268.70   927.60   2047.85   999.79   0.86   0.97    24.775   -0.30   -0.40   1048.06   1982   0.0070   0.0070
1424.47   810.35   2039.10   990.70   0.99   1.52    210.688   -0.53   0.35   1048.40   2098   0.0550   0.0700
1470.21   1020.82   2015.31   977.18   0.86   0.97    183.825   0.21   -0.18   1038.13   2060   0.0080   0.0080
1051.38   610.07   2002.55   953.39   1.05   0.91    263.140   -0.62   0.07   1049.16   1924   0.0070   0.0080
1268.57   637.45   1978.24   935.39   1.03   0.90    24.682   -0.43   0.45   1042.84   1861   0.0110   0.0100
1665.53   320.31   1953.20   933.23   1.05   1.03    178.527   -0.47   0.31   1019.97   1956   0.0110   0.0130
1664.25   1483.53   1941.48   912.61   0.90   1.51    223.176   0.25   0.53   1028.87   1984   0.0490   0.0690
305.12   126.18   1928.02   909.45   1.21   1.33    207.840   0.12   0.18   1018.57   1965   0.0080   0.0090
389.36   1483.17   1850.42   820.86   1.40   1.33    297.930   0.36   0.17   1029.55   1974   0.0450   0.0670
911.04   1413.88   1859.42   815.09   0.91   1.07    28.054   0.04   -0.12   1044.33   1946   0.0150   0.0160
851.09   1265.91   1856.96   798.12   1.77   1.17    170.177   0.09   0.91   1058.85   1900   0.0670   0.0500
1025.75   176.30   1770.65   728.08   1.68   1.28    356.643   -0.25   0.30   1042.57   1859   0.0530   0.0430
1199.55   1265.88   1762.91   706.14   1.38   1.35    269.895   -0.45   -0.12   1056.77   1904   0.0470   0.0860
1035.79   1813.15   1683.14   624.17   1.93   2.13    183.460   -0.21   0.15   1058.96   1944   0.1340   0.1470
828.96   1755.66   1658.87   609.11   2.10   1.63    175.163   -0.04   0.66   1049.77   1871   0.1230   0.1100
# File created at Tue Oct  8 11:14:41 2024 with IOLaueTools.py
# From: /home/micha/lauetoolsgithub/LaueTools/LaueImages/AH12_CMT_r14_0200.tif
# Output Folder: /home/micha/lauetoolsgithub/LaueTools/Examples/Ge
# Comments: nb of peaks 117
