1	10437.2476143061
1.00683	10586.7830365858
1.0137	10738.4741272574
1.02062	10669.9330888496
1.02758	10502.5358372779
1.0346	10336.3873912612
1.04166	10170.0948361343
1.04877	10006.4942147454
1.05593	9843.8761246629
1.06313	9683.9169507282
1.07039	9526.5313899209
1.0777	9371.632069725
1.08505	9219.2239257299
1.09246	9069.3076490541
1.09992	8921.8004193246
1.10742	8776.7031192403
1.11498	8633.9382846091
1.12259	8493.5067141171
1.13025	8355.4055296074
1.13797	8219.4933504299
1.14574	8085.9046510124
1.15356	7954.3737123858
1.16143	7825.0322782582
1.16936	7697.8145904378
1.17734	7572.6596695291
1.18538	7449.5109396068
1.19347	7328.3695843349
1.20161	7209.1816137032
1.20981	7091.9470940747
1.21807	6976.6143885695
1.22639	6863.1353547555
1.23476	6751.3283238477
1.24319	6641.0322820579
1.25167	6532.4893357112
1.26021	6425.248657123
1.26882	6319.7143489114
1.27748	6215.5039530605
1.2862	6112.7683505306
1.29497	6011.7108126631
1.30381	5912.3319419646
1.31271	5814.5957983731
1.32167	5718.468365433
1.33069	5623.9490245261
1.33978	5530.9734513274
1.34892	5439.5126196693
1.35813	5349.5674874686
1.3674	5261.1365107091
1.37673	5174.1623031231
1.38613	5088.6441816443
1.39559	5004.5290988345
1.40512	4921.7927137781
1.41471	4840.435058303
1.42436	4760.4086334771
1.43408	4681.7136944807
1.44387	4604.3059469216
1.45373	4527.9806564666
1.46365	4452.8752215306
1.47364	4378.8013469193
1.4837	4305.7235983793
1.49383	4233.7361027613
1.50402	4161.4302003313
1.51429	4090.3643287508
1.52462	4020.3590984747
1.53503	3951.4758762398
1.54551	3883.7967997514
1.55606	3817.2746949043
1.56668	3751.9087835937
1.57737	3687.6283755628
1.58814	3624.4622204181
1.59898	3562.369973496
1.60989	3501.3270029341
1.62088	3441.3338610045
1.63194	3382.354930797
1.64308	3324.3907222904
1.6543	3267.4292846617
1.66559	3211.448170438
1.67696	3156.4361310931
1.68841	3102.3720736876
1.69993	3049.2267161048
1.71153	2997.0179671227
1.72321	2945.6989849121
1.73498	2894.7581719023
1.74682	2844.6184086636
1.75874	2795.248078267
1.77075	2746.6490881125
1.78283	2698.8732204305
1.795	2651.8164942986
1.80725	2605.5848104828
1.81959	2560.1572960643
1.83201	2515.5207631084
1.84451	2471.6623906907
1.8571	2428.5696938788
1.86978	2386.2304955485
1.88254	2344.6219062714
1.89539	2303.7334303973
1.90833	2263.5803503117
1.92135	2224.1300315382
1.93447	2185.3672181805
1.94767	2147.2774668997
1.96097	2109.8515297479
1.97435	2073.0587359732
1.98783	2036.9087872245
2.00139	2001.5932682415
2.01506	1967.0093196902
2.02881	1932.8900572136
2.04266	1898.988978268
2.0566	1865.6820840415
2.07064	1832.9184827834
2.08477	1800.7246115837
2.099	1769.0786284687
2.11333	1737.9637321728
2.12775	1707.3966128666
2.14227	1677.3513950532
2.1569	1647.8319475067
2.17162	1618.7856841069
2.18644	1590.2397445439
2.20137	1562.2022052046
2.21639	1534.6650133209
2.23152	1507.6089021291
2.24675	1480.9834322384
2.26209	1454.8268974216
2.27753	1429.108365
2.29307	1403.8338702998
2.30872	1379.0060124662
2.32448	1354.6207468295
2.34035	1330.6649066406
2.35632	1307.1058193658
2.3724	1283.9607621591
2.3886	1261.2249016245
2.4049	1238.8902516682
2.42132	1216.9402956922
2.43784	1195.348659297
2.45448	1174.1430223616
2.47124	1153.2974504053
2.4881	1132.8209961575
2.50509	1112.7171328395
2.52219	1092.9726232217
2.5394	1073.5672707988
2.55673	1054.4696861055
2.57418	1035.7113265391
2.59176	1017.289858434
2.60945	999.2006394884
2.62726	981.4120556657
2.64519	963.9390404951
2.66324	946.7814165744
2.68142	929.9124952342
2.69972	913.3504434316
2.71815	897.0701688286
2.7367	881.0805571953
2.75538	865.3663095588
2.77419	849.9354049092
2.79313	834.7733173057
2.81219	819.8670175698
2.83139	805.2307791413
2.85071	790.8514306502
2.87017	776.7231603312
2.88976	762.8463322348
2.90948	749.209583889
2.92934	735.8189296778
2.94934	722.6582260186
2.96947	709.7332822325
2.98974	697.0341198202
3.01014	684.5610936548
3.03069	672.3095851178
3.05138	660.2708430998
3.0722	648.449557109
3.09317	636.8291005426
3.11429	625.4143369983
3.13554	614.2015686708
3.15694	603.1908797539
3.17849	592.3714405881
3.20019	581.7437186222
3.22203	571.3045167335
3.24402	561.050735818
3.26617	550.9824016221
3.28846	541.0904053849
3.3109	531.3722156096
3.3335	521.825345057
3.35626	512.4473460352
3.37917	503.2358062341
3.40223	494.1859028529
3.42545	485.2955449869
3.44883	476.5649200562
3.47237	467.9917071869
3.49607	459.5714955376
3.51994	451.294085791
3.54396	443.1681202581
3.56815	435.1856284298
3.59251	427.3467748139
3.61703	419.6461543626
3.64172	412.0805535066
3.66657	404.6502405646
3.6916	397.3504670855
3.7168	390.1814734033
3.74217	383.1402944816
3.76771	376.2241392932
3.79343	369.4331049005
3.81932	362.761777968
3.84539	356.2116181981
3.87163	349.7738711923
3.89806	343.4514119288
3.92467	337.2419677394
3.95145	331.1455649674
3.97843	325.1567255417
4.00558	319.2715500314
4.03292	313.4923993768
4.06045	307.8154338659
4.08816	302.2417268883
4.11607	296.7658458123
4.14416	291.3863287362
4.17245	286.1033863197
4.20093	280.9178146841
4.2296	275.8255458588
4.25847	270.8214284747
4.28754	265.9058214762
4.3168	261.0782007535
4.34627	256.3346705459
4.37593	251.6774300714
4.4058	247.1045524072
4.43587	242.6148053259
4.46615	238.2018617858
4.49663	233.8667053326
4.52733	229.6100532466
