1	7428.482286784
1.00683	7303.1615386301
1.0137	7179.9363857636
1.02062	7061.0498368898
1.02758	6945.167899434
1.0346	6830.8810470375
1.04166	6717.8567349873
1.04877	6606.7216786359
1.05593	6496.4594296109
1.06313	6388.0211826783
1.07039	6281.3281240186
1.0777	6176.4615052037
1.08505	6073.3047888008
1.09246	5971.8962562182
1.09992	5872.1630112452
1.10742	5774.1054467137
1.11498	5677.6567175196
1.12259	5582.8494863779
1.13025	5489.6492663084
1.13797	5397.9941053904
1.14574	5307.8837998079
1.15356	5219.26116139
1.16143	5132.1002607107
1.16936	5046.401663294
1.17734	4962.1142576429
1.18538	4879.2388387412
1.19347	4797.7508144182
1.20161	4717.6264677715
1.20981	4638.8428870303
1.21807	4561.3779010364
1.22639	4485.1899029405
1.23476	4410.1627791082
1.24319	4336.1561710007
1.25167	4263.3923813178
1.26021	4191.466174868
1.26882	4120.754592581
1.27748	4050.8954504393
1.2862	3982.0489234531
1.29497	3914.3692581096
1.30381	3847.8853945814
1.31271	3782.5059101655
1.32167	3718.260003049
1.33069	3655.1043532293
1.33978	3592.9993999691
1.34892	3531.9464556917
1.35813	3471.9208402049
1.3674	3412.9110424737
1.37673	3354.9053748939
1.38613	3297.8919874416
1.39559	3241.8588818829
1.40512	3186.7837703476
1.41471	3132.655426699
1.42436	3079.4434829738
1.43408	3027.1016409918
1.44387	2975.6591084925
1.45373	2924.9259262509
1.46365	2875.0172501035
1.47364	2825.8326315849
1.4837	2777.2994650921
1.49383	2729.5109262322
1.50402	2681.4180411169
1.51429	2634.1645878718
1.52462	2587.6300931029
1.53503	2541.8709695459
1.54551	2496.9163083592
1.55606	2452.7538293619
1.56668	2409.3714913528
1.57737	2366.751869734
1.58814	2324.8839301698
1.59898	2283.7567799029
1.60989	2243.3546227687
1.62088	2203.672199353
1.63194	2164.6895835137
1.64308	2126.3973088316
1.6543	2088.8033872036
1.66559	2051.8670964644
1.67696	2015.588561938
1.68841	1979.9470958136
1.69993	1944.9350002723
1.71153	1910.5371857405
1.72321	1876.7535916372
1.73498	1843.178672211
1.74682	1810.1382221547
1.75874	1777.6197671318
1.77075	1745.6180622592
1.78283	1714.1750275554
1.795	1683.2211466439
1.80725	1652.8215316367
1.81959	1622.9629785915
1.83201	1593.6432757019
1.84451	1564.8497196572
1.8571	1536.5750970347
1.86978	1508.8144942756
1.88254	1481.5429380774
1.89539	1454.7634045537
1.90833	1428.4857194283
1.92135	1402.6878304207
1.93447	1377.3554499889
1.94767	1352.4771972345
1.96097	1328.0494671866
1.97435	1304.0410929429
1.98783	1280.4671144033
2.00139	1257.4741117517
2.01506	1234.9871870079
2.02881	1212.7989094512
2.04266	1190.72425803
2.0566	1169.0519222721
2.07064	1147.7392979049
2.08477	1126.8100795415
2.099	1106.2485342207
2.11333	1086.0499061653
2.12775	1066.2197073653
2.14227	1046.751041779
2.1569	1027.6372769256
2.17162	1008.8282560689
2.18644	990.3539525026
2.20137	972.2141204379
2.21639	954.4079330387
2.23152	936.9173545202
2.24675	919.7432076964
2.26209	902.8774704985
2.27753	886.3126733849
2.29307	870.0418490129
2.30872	854.0657801464
2.32448	838.3635144199
2.34035	822.9572144544
2.35632	807.8262204235
2.3724	792.971104133
2.3886	778.3797247649
2.4049	764.0470041717
2.42132	749.9793755672
2.43784	736.1656078151
2.45448	722.6060063011
2.47124	709.2802224303
2.4881	696.1994472176
2.50509	683.3588453969
2.52219	670.7492940364
2.5394	658.3755242315
2.55673	646.2202577126
2.57418	634.2883601743
2.59176	622.5680933852
2.60945	611.067657411
2.62726	599.7720866071
2.64519	588.688930882
2.66324	577.8042283713
2.68142	567.1184710486
2.69972	556.625513487
2.71815	546.3256865948
2.7367	536.2160307145
2.75538	526.2908599066
2.77419	516.5449342438
2.79313	506.9811301623
2.81219	497.5891804209
2.83139	488.374250956
2.85071	479.3243444041
2.87017	470.4376952316
2.88976	461.7188870728
2.90948	453.1591993583
2.92934	444.7587406212
2.94934	436.5134795362
2.96947	428.4214810531
2.98974	420.4790096878
3.01014	412.6825604477
3.03069	405.0288380533
3.05138	397.5147378589
3.0722	390.1388504169
3.09317	382.9011655511
3.11429	375.7957474953
3.13554	368.8226811196
3.15694	361.9791572401
3.17849	355.2612413538
3.20019	348.6677405633
3.22203	342.1973862964
3.24402	335.8454573543
3.26617	329.6120136987
3.28846	323.4947787943
3.3109	317.4925706738
3.3335	311.601225216
3.35626	305.8178793365
3.37917	300.1416668668
3.40223	294.5698984912
3.42545	289.102567809
3.44883	283.7362387924
3.47237	278.4700853511
3.49607	273.3017032162
3.51994	268.2324287642
3.54396	263.2583485804
3.56815	258.3752331836
3.59251	253.5824865791
3.61703	248.8794204096
3.64172	244.2646656505
3.66657	239.7357153474
3.6916	235.2891350536
3.7168	230.9244830755
3.74217	226.6458454683
3.76771	222.4496151622
3.79343	218.3296472011
3.81932	214.2832653341
3.84539	210.3120189113
3.87163	206.4170946381
3.89806	202.5952450896
3.92467	198.8435260525
3.95145	195.1611738554
3.97843	191.5481302987
4.00558	188.0063245328
4.03292	184.5297628054
4.06045	181.1170940125
4.08816	177.7676647728
4.11607	174.4817021039
4.14416	171.2580962265
4.17245	168.094065439
4.20093	164.9914534427
4.2296	161.9459424444
4.25847	158.957998528
4.28754	156.0259564781
4.3168	153.1482689651
4.34627	150.3241740814
4.37593	147.552037915
4.4058	144.8314017652
4.43587	142.1611624234
4.46615	139.5422178003
4.49663	136.9727917247
4.52733	134.4525160772
4.55823	131.982710265
4.58934	129.5581806922
4.62067	127.1771132067
