img 0 , gnumloc 1 , npeaks 2, pixdev 3, intensity 4, dxymicrons 5:7, matstarlab 7:16, strain6_crystal 16:22, euler 22:25, rgb_x_sample, rgb_y_sample, rgb_z_sample, rgb_x_lab, rgb_y_lab, rgb_z_lab, strain6_crystal,  strain6_sample, stress6_crystal, stress6_sample, res_shear_stress_12, max_rss, von_mises
img gnumloc npeaks pixdev intensity dxymicrons_0 dxymicrons_1 matstarlab_0 matstarlab_1 matstarlab_2 matstarlab_3 matstarlab_4 matstarlab_5 matstarlab_6 matstarlab_7 matstarlab_8 strain6_crystal_0 strain6_crystal_1 strain6_crystal_2 strain6_crystal_3 strain6_crystal_4 strain6_crystal_5 euler3_0 euler3_1 euler3_2 rgb_x_sample_0 rgb_x_sample_1 rgb_x_sample_2 rgb_y_sample_0 rgb_y_sample_1 rgb_y_sample_2 rgb_z_sample_0 rgb_z_sample_1 rgb_z_sample_2 rgb_x_lab_0 rgb_x_lab_1 rgb_x_lab_2 rgb_y_lab_0 rgb_y_lab_1 rgb_y_lab_2 rgb_z_lab_0 rgb_z_lab_1 rgb_z_lab_2 strain6_crystal_0 strain6_crystal_1 strain6_crystal_2 strain6_crystal_3 strain6_crystal_4 strain6_crystal_5 strain6_sample_0 strain6_sample_1 strain6_sample_2 strain6_sample_3 strain6_sample_4 strain6_sample_5 stress6_crystal_0 stress6_crystal_1 stress6_crystal_2 stress6_crystal_3 stress6_crystal_4 stress6_crystal_5 stress6_sample_0 stress6_sample_1 stress6_sample_2 stress6_sample_3 stress6_sample_4 stress6_sample_5 res_shear_stress_0 res_shear_stress_1 res_shear_stress_2 res_shear_stress_3 res_shear_stress_4 res_shear_stress_5 res_shear_stress_6 res_shear_stress_7 res_shear_stress_8 res_shear_stress_9 res_shear_stress_10 res_shear_stress_11 max_rss von_mises 
113.000000 0.000000 110.000000 0.460000 23308.801000 52.000000 1.000000 0.185956 0.979293 0.080032 -0.982303 0.181409 0.050643 0.036264 -0.089043 0.995355 0.061478 -0.134632 0.073153 0.683387 0.398325 0.479568 0.000000 0.000000 0.000000 1.000000 0.266232 0.076247 0.406709 1.000000 0.530413 0.362782 1.000000 0.192824 1.000000 0.266232 0.076247 1.000000 0.166993 0.191222 1.000000 0.044549 0.098589 0.061748 -0.134831 0.073083 0.683720 0.398380 0.480112 -0.345674 0.692335 -0.346661 0.130752 -0.253744 -0.655267 0.062797 -0.137123 0.074325 1.087251 0.633504 0.763474 -0.476421 1.066779 -0.590358 0.203389 -0.395212 -1.061203 -0.103624 -0.620878 0.784112 0.266859 0.136887 -0.750849 0.760262 -0.127475 -0.033263 -0.656637 0.483991 -0.139384 0.784112 2.557618
114.000000 0.000000 115.000000 0.450000 24354.021000 53.000000 1.000000 0.185999 0.979265 0.080276 -0.982261 0.181499 0.050544 0.036138 -0.089252 0.995327 0.046918 -0.119524 0.072606 0.693793 0.389517 0.453089 0.000000 0.000000 0.000000 1.000000 0.266685 0.075931 0.407379 1.000000 0.530574 0.363483 1.000000 0.193164 1.000000 0.266685 0.075931 1.000000 0.166696 0.191728 1.000000 0.045030 0.098463 0.047034 -0.119401 0.072367 0.694065 0.390079 0.453628 -0.322442 0.670144 -0.347702 0.139484 -0.275020 -0.646876 0.047834 -0.121431 0.073597 1.103702 0.620304 0.721359 -0.447720 1.036793 -0.589074 0.213742 -0.430572 -1.045104 -0.128245 -0.634721 0.772925 0.266449 0.166609 -0.734561 0.755596 -0.145573 -0.038364 -0.627351 0.468112 -0.120876 0.772925 2.530526
115.000000 0.000000 118.000000 0.370000 26352.931000 54.000000 1.000000 0.185996 0.979237 0.080624 -0.982397 0.181574 0.050533 0.035993 -0.089564 0.995513 0.165057 -0.147879 -0.017177 0.657246 0.373735 0.421906 0.000000 0.000000 0.000000 1.000000 0.267019 0.075746 0.408694 1.000000 0.530692 0.364140 1.000000 0.193435 1.000000 0.267019 0.075746 1.000000 0.166071 0.192422 1.000000 0.045703 0.098325 0.165107 -0.147879 -0.017227 0.657381 0.374214 0.422108 -0.331988 0.685500 -0.353512 0.040492 -0.281954 -0.584283 0.167914 -0.150393 -0.017520 1.045367 0.595075 0.671237 -0.449413 1.034866 -0.585454 0.110967 -0.431731 -0.957330 -0.053883 -0.539759 0.799655 0.313779 0.077035 -0.776503 0.625097 -0.228441 -0.023152 -0.571214 0.462724 -0.085338 0.799655 2.401889
116.000000 0.000000 120.000000 0.370000 25146.621000 55.000000 1.000000 0.186056 0.979206 0.080863 -0.982454 0.181673 0.050603 0.035931 -0.089786 0.995734 0.269987 -0.120303 -0.149683 0.611439 0.357577 0.401682 0.000000 0.000000 0.000000 1.000000 0.267246 0.075773 0.409844 1.000000 0.531191 0.364495 1.000000 0.193650 1.000000 0.267246 0.075773 1.000000 0.165754 0.192935 1.000000 0.046092 0.098316 0.270017 -0.120362 -0.149655 0.611807 0.358079 0.402254 -0.291778 0.681504 -0.389726 -0.076151 -0.270970 -0.537843 0.274607 -0.122408 -0.152199 0.972896 0.569417 0.639664 -0.402654 1.014037 -0.611383 -0.011406 -0.406896 -0.888213 -0.002639 -0.467566 0.791728 0.326800 -0.038202 -0.832568 0.484082 -0.310284 0.040840 -0.481444 0.505767 -0.016516 0.832568 2.282572
117.000000 0.000000 116.000000 0.330000 24917.602000 56.000000 1.000000 0.186199 0.979169 0.080978 -0.982642 0.181728 0.050666 0.035803 -0.090064 0.996052 0.447943 -0.139644 -0.308298 0.539977 0.431134 0.460401 0.000000 0.000000 0.000000 1.000000 0.267361 0.075831 0.410978 1.000000 0.531709 0.364795 1.000000 0.194143 1.000000 0.267361 0.075831 1.000000 0.165801 0.193184 1.000000 0.046676 0.098212 0.448462 -0.140219 -0.308243 0.540220 0.431394 0.460776 -0.320170 0.813524 -0.493354 -0.222895 -0.196727 -0.505867 0.456085 -0.142603 -0.313483 0.859057 0.686002 0.732726 -0.440228 1.187956 -0.747728 -0.155830 -0.274569 -0.852664 0.173764 -0.386355 0.875181 0.315063 -0.262600 -0.964018 0.335668 -0.365750 0.088836 -0.509432 0.648955 0.050687 0.964018 2.392975
118.000000 0.000000 117.000000 0.360000 21985.909000 57.000000 1.000000 0.186204 0.979186 0.080764 -0.982547 0.181943 0.050687 0.035908 -0.089826 0.995958 0.393348 -0.141627 -0.251720 0.569688 0.415858 0.351858 0.000000 0.000000 0.000000 1.000000 0.267717 0.075953 0.410060 1.000000 0.531644 0.364321 1.000000 0.193951 1.000000 0.267717 0.075953 1.000000 0.166191 0.192761 1.000000 0.046156 0.098299 0.393414 -0.141629 -0.251785 0.570152 0.416164 0.352327 -0.286379 0.758476 -0.472097 -0.156525 -0.274329 -0.449078 0.400102 -0.144037 -0.256065 0.906656 0.661784 0.560271 -0.384695 1.110334 -0.725639 -0.079791 -0.402120 -0.758501 0.122175 -0.418169 0.862456 0.322112 -0.126468 -0.866749 0.330991 -0.409290 0.004293 -0.453166 0.544637 0.087178 0.866749 2.256380
119.000000 0.000000 116.000000 0.360000 21147.364000 58.000000 1.000000 0.186362 0.979158 0.080738 -0.982477 0.182041 0.050690 0.035977 -0.089665 0.996014 0.390584 -0.093067 -0.297517 0.589454 0.337331 0.377767 0.000000 0.000000 0.000000 1.000000 0.267927 0.075958 0.410041 1.000000 0.532357 0.364008 1.000000 0.194090 1.000000 0.267927 0.075958 1.000000 0.166557 0.192754 1.000000 0.045792 0.098381 0.391070 -0.093220 -0.297850 0.589567 0.337621 0.378466 -0.251899 0.682512 -0.430613 -0.206392 -0.283579 -0.499618 0.397719 -0.094805 -0.302914 0.937530 0.536885 0.601837 -0.356552 0.998257 -0.641705 -0.146947 -0.418267 -0.833440 0.037509 -0.400855 0.802999 0.364635 -0.148986 -0.914476 0.342412 -0.423078 0.111477 -0.379921 0.549841 0.058444 0.914476 2.230837
120.000000 0.000000 114.000000 0.450000 17625.701000 59.000000 1.000000 0.186416 0.979153 0.080671 -0.982569 0.182131 0.050687 0.036004 -0.089706 0.996198 0.488609 -0.101938 -0.386671 0.608368 0.379742 0.371774 0.000000 0.000000 0.000000 1.000000 0.268130 0.075957 0.410232 1.000000 0.532612 0.363782 1.000000 0.194111 1.000000 0.268130 0.075957 1.000000 0.166775 0.192587 1.000000 0.045790 0.098447 0.489230 -0.101759 -0.387471 0.608757 0.379732 0.371772 -0.255271 0.756849 -0.501578 -0.275869 -0.310810 -0.485206 0.497547 -0.103489 -0.394058 0.968045 0.603850 0.591192 -0.359075 1.097132 -0.738057 -0.207838 -0.453746 -0.818695 0.096690 -0.396352 0.887095 0.394054 -0.210147 -1.000552 0.272560 -0.517846 0.113457 -0.369249 0.606498 0.123792 1.000552 2.360948
121.000000 0.000000 106.000000 0.580000 13953.019000 60.000000 1.000000 0.186646 0.979084 0.080976 -0.982602 0.182323 0.050503 0.035898 -0.089776 0.996475 0.600520 -0.047851 -0.552669 0.656052 0.253215 0.399039 0.000000 0.000000 0.000000 1.000000 0.268986 0.075403 0.411422 1.000000 0.533597 0.363992 1.000000 0.194741 1.000000 0.268986 0.075403 1.000000 0.166769 0.193191 1.000000 0.046035 0.098314 0.600984 -0.047768 -0.553216 0.656406 0.253674 0.399650 -0.214730 0.678053 -0.463323 -0.447049 -0.363388 -0.545457 0.611201 -0.048580 -0.562620 1.043816 0.403392 0.635523 -0.326559 0.960629 -0.634070 -0.406013 -0.530151 -0.916923 0.007902 -0.321466 0.860175 0.530807 -0.312525 -1.164798 0.206377 -0.645895 0.304623 -0.214279 0.633991 0.115089 1.164798 2.450960
122.000000 0.000000 118.000000 0.530000 36764.975000 0.000000 2.000000 0.690623 -0.258202 -0.675553 -0.195240 0.834691 -0.518822 0.699349 0.489366 0.526060 1.546596 -0.449743 -1.096853 0.497609 -0.621568 -0.068125 0.000000 0.000000 0.000000 0.006880 1.000000 0.478766 0.146255 0.875227 1.000000 1.000000 0.645395 0.261844 0.006880 1.000000 0.478766 0.766941 0.722163 1.000000 0.170618 0.011817 1.000000 1.546639 -0.449523 -1.097116 0.497859 -0.621676 -0.068170 -0.529601 0.825474 -0.295873 0.244209 -0.702241 -1.208475 1.572932 -0.457165 -1.115767 0.791695 -0.988589 -0.108404 -0.948320 1.299646 -0.351326 0.157042 -0.816436 -1.238033 0.101986 0.909165 0.748402 1.555582 -0.730193 -1.376609 -0.818704 -1.465120 0.628207 0.716718 -0.178972 -0.090461 1.555582 3.277132
123.000000 0.000000 108.000000 1.580000 16028.492000 1.000000 2.000000 -0.195027 0.833539 -0.516892 -0.697667 -0.488630 -0.526389 -0.689315 0.256940 0.676333 0.196586 -1.091368 0.894781 0.324537 0.492826 -0.426707 0.000000 0.000000 0.000000 0.007448 1.000000 0.481956 0.147182 0.862360 1.000000 1.000000 0.646350 0.262999 0.007448 1.000000 0.481956 0.775516 0.728781 1.000000 0.170458 0.013262 1.000000 0.196635 -1.093390 0.896755 0.325294 0.493698 -0.427576 0.232126 -0.089998 -0.142128 -0.533759 -0.312528 -1.062017 0.199978 -1.111978 0.912000 0.517282 0.785079 -0.679931 0.424915 -0.041962 -0.382953 -0.891651 -0.353426 -1.147134 0.644931 0.003917 1.067290 0.426276 0.779442 0.357083 0.224280 -0.198079 -1.424373 -0.869212 -0.783359 -0.228198 1.424373 2.683477
124.000000 0.000000 116.000000 0.320000 30126.304000 2.000000 2.000000 -0.195239 0.833296 -0.517203 -0.697375 -0.488243 -0.525218 -0.689771 0.256872 0.675025 -0.334404 -0.617161 0.951565 -0.539327 0.202628 -0.473391 0.000000 0.000000 0.000000 0.007374 1.000000 0.481134 0.148645 0.868526 1.000000 1.000000 0.646439 0.263102 0.007374 1.000000 0.481134 0.770459 0.728756 1.000000 0.169891 0.013801 1.000000 -0.335009 -0.618653 0.953662 -0.540145 0.203206 -0.474042 -0.451453 0.806723 -0.355270 0.035604 -0.430781 -0.763366 -0.340704 -0.629170 0.969874 -0.858938 0.323139 -0.753822 -0.799369 1.262761 -0.463391 -0.097493 -0.495164 -0.811110 0.600347 0.336505 -0.100973 -0.364815 0.492128 1.193448 -0.123365 0.577955 -1.092474 -0.476981 -0.828633 -0.213140 1.193448 2.531839
125.000000 0.000000 114.000000 0.360000 24760.995000 3.000000 2.000000 -0.194970 0.833381 -0.517167 -0.697275 -0.488268 -0.525354 -0.689899 0.256895 0.674878 -0.331757 -0.628358 0.960115 -0.533281 0.212079 -0.364395 0.000000 0.000000 0.000000 0.007063 1.000000 0.480635 0.148832 0.868631 1.000000 1.000000 0.645192 0.263868 0.007063 1.000000 0.480635 0.770703 0.727994 1.000000 0.169442 0.014052 1.000000 -0.331985 -0.629637 0.961622 -0.534152 0.212744 -0.365102 -0.414666 0.755127 -0.340461 0.098497 -0.355902 -0.783682 -0.337629 -0.640340 0.977970 -0.849408 0.338306 -0.580585 -0.740219 1.182014 -0.441795 0.002488 -0.374927 -0.838179 0.608464 0.332238 -0.085075 -0.361301 0.427344 1.120883 -0.046701 0.646838 -1.035808 -0.561762 -0.759582 -0.285537 1.120883 2.395778
126.000000 0.000000 108.000000 0.670000 18052.748000 4.000000 2.000000 -0.194478 0.833483 -0.517189 -0.697217 -0.488141 -0.525716 -0.690051 0.256843 0.674887 -0.269788 -0.654237 0.924024 -0.470367 0.385222 -0.315284 0.000000 0.000000 0.000000 0.006707 1.000000 0.479839 0.148807 0.867093 1.000000 1.000000 0.642983 0.264888 0.006707 1.000000 0.479839 0.771377 0.726210 1.000000 0.168819 0.014683 1.000000 -0.270350 -0.655394 0.925744 -0.471342 0.386280 -0.315458 -0.321233 0.722570 -0.401337 0.000324 -0.216470 -0.843008 -0.274946 -0.666536 0.941482 -0.749529 0.614262 -0.501641 -0.576099 1.142685 -0.566586 -0.137951 -0.163633 -0.932071 0.716631 0.215089 0.104644 -0.396899 0.395405 1.007392 -0.014183 0.597804 -1.112036 -0.702448 -0.610493 -0.200905 1.112036 2.383620
127.000000 0.000000 106.000000 0.470000 10772.062000 5.000000 2.000000 -0.193790 0.833505 -0.517412 -0.696954 -0.487289 -0.527591 -0.690581 0.256717 0.674157 -0.192499 -0.965823 1.158322 -0.264588 0.507975 -0.940253 0.000000 0.000000 0.000000 0.004058 1.000000 0.474044 0.149691 0.860503 1.000000 1.000000 0.639298 0.266392 0.004058 1.000000 0.474044 0.773704 0.725543 1.000000 0.167451 0.016508 1.000000 -0.192991 -0.967939 1.160930 -0.264839 0.509039 -0.942217 -0.293336 0.801719 -0.508383 -0.510843 -0.664602 -1.087063 -0.196272 -0.984394 1.180666 -0.421147 0.809474 -1.498313 -0.511744 1.301972 -0.790227 -0.955820 -0.839848 -1.169892 0.824148 0.163216 0.480283 -0.180650 1.001884 1.345749 -0.221484 0.122381 -1.826032 -0.602665 -1.165099 0.058268 1.826032 3.582591
128.000000 0.000000 105.000000 0.350000 11032.750000 6.000000 2.000000 -0.193640 0.833595 -0.517323 -0.696067 -0.487489 -0.528106 -0.691715 0.256461 0.673625 -0.155634 -0.680796 0.836429 -0.356330 0.377186 -0.807266 0.000000 0.000000 0.000000 0.002531 1.000000 0.473122 0.153206 0.859245 1.000000 1.000000 0.636829 0.268095 0.002531 1.000000 0.473122 0.774579 0.729798 1.000000 0.165336 0.017782 1.000000 -0.155829 -0.682046 0.837875 -0.356854 0.378031 -0.809120 -0.393421 0.793357 -0.399936 -0.399973 -0.530824 -0.779008 -0.158478 -0.693641 0.852119 -0.567469 0.601145 -1.286662 -0.663591 1.278113 -0.614522 -0.742540 -0.686313 -0.840775 0.695564 0.204731 0.232227 -0.258605 0.706184 1.169520 -0.344371 0.118965 -1.401748 -0.351192 -0.910915 0.139640 1.401748 2.977453
129.000000 0.000000 110.000000 0.590000 21212.506000 7.000000 2.000000 -0.589793 -0.543961 0.596867 0.759467 -0.624331 0.182056 0.275523 0.559444 0.781247 -0.173999 -0.033151 0.207150 -1.102800 0.258958 -0.174286 0.000000 0.000000 0.000000 0.357189 0.942978 1.000000 1.000000 0.822787 0.098751 0.624763 1.000000 0.966808 0.357189 0.942978 1.000000 0.068610 0.026314 1.000000 0.312911 1.000000 0.529144 -0.173769 -0.033576 0.207345 -1.102544 0.258931 -0.173925 -0.453809 0.901398 -0.447588 -0.155141 -0.311548 -0.787101 -0.176723 -0.034146 0.210870 -1.753266 0.411753 -0.276576 -0.684928 1.333014 -0.648085 -0.279532 -0.542767 -1.285551 0.825658 0.489464 -0.605877 -0.942072 -0.444622 0.986914 -0.670445 0.761090 -0.381036 -0.155213 -0.044842 0.180981 0.986914 3.174149
130.000000 0.000000 109.000000 0.670000 18381.809000 8.000000 2.000000 -0.759695 0.624316 -0.181915 -0.589806 -0.544315 0.596825 0.275308 0.559361 0.781402 -0.062141 -0.239545 0.301687 0.243877 1.041456 0.162215 0.000000 0.000000 0.000000 0.357845 0.943099 1.000000 1.000000 0.821507 0.099718 0.625969 1.000000 0.969017 0.357845 0.943099 1.000000 0.068498 0.025770 1.000000 0.313740 1.000000 0.529145 -0.062264 -0.239313 0.301577 0.243457 1.041258 0.162107 -0.465628 0.938565 -0.472937 -0.115860 -0.263637 -0.708658 -0.063322 -0.243381 0.306704 0.387146 1.655808 0.257783 -0.685296 1.347496 -0.662201 -0.233368 -0.481258 -1.178421 0.591438 -0.760524 0.907541 -0.444420 0.203875 -0.112228 0.414353 0.098250 -0.795313 -1.005791 0.556649 0.346170 1.005791 3.018289
131.000000 0.000000 107.000000 0.660000 19171.133000 9.000000 2.000000 -0.759943 0.624116 -0.181564 -0.589585 -0.544649 0.596828 0.275373 0.559258 0.781351 -0.070956 -0.301643 0.372599 0.311493 1.046590 0.118544 0.000000 0.000000 0.000000 0.359045 0.941812 1.000000 1.000000 0.821404 0.100199 0.628279 1.000000 0.971320 0.359045 0.941812 1.000000 0.068397 0.025253 1.000000 0.313619 1.000000 0.527776 -0.070947 -0.301409 0.372356 0.311679 1.046571 0.118418 -0.550500 0.999198 -0.448697 -0.061328 -0.216409 -0.722331 -0.072153 -0.306533 0.378686 0.495632 1.664258 0.188309 -0.808152 1.409455 -0.601302 -0.157629 -0.423717 -1.211260 0.572775 -0.786086 0.977456 -0.381405 0.309519 -0.095163 0.463272 0.058590 -0.882293 -1.036047 0.476568 0.322814 1.036047 3.084875
132.000000 0.000000 109.000000 1.630000 17812.298000 10.000000 2.000000 -0.759905 0.624204 -0.181422 -0.589777 -0.545101 0.596994 0.275265 0.559879 0.781150 0.134089 -0.552413 0.418324 0.596837 0.707819 0.194371 0.000000 0.000000 0.000000 0.360387 0.940769 1.000000 1.000000 0.820779 0.099006 0.628119 1.000000 0.972794 0.360387 0.940769 1.000000 0.068368 0.025526 1.000000 0.313767 1.000000 0.528975 0.134223 -0.552265 0.418042 0.596783 0.707802 0.194367 -0.398199 0.817038 -0.418839 0.291274 0.103050 -0.739978 0.136505 -0.561653 0.425148 0.949004 1.125547 0.309083 -0.585955 1.081647 -0.495692 0.416650 -0.033969 -1.210850 0.357095 -0.561910 1.131954 0.212949 0.379085 -0.395774 0.631450 -0.143408 -0.736180 -0.988545 0.182825 -0.069540 1.131954 2.749772
133.000000 0.000000 101.000000 1.870000 11614.860000 11.000000 2.000000 -0.755858 0.628837 -0.182326 -0.593480 -0.544241 0.596343 0.276855 0.559447 0.781499 0.734290 -1.279996 0.545706 1.366987 -0.021906 1.185648 0.000000 0.000000 0.000000 0.346504 0.940525 1.000000 1.000000 0.835333 0.091955 0.613118 1.000000 0.982110 0.346504 0.940525 1.000000 0.074754 0.028313 1.000000 0.319194 1.000000 0.534392 0.733911 -1.279917 0.546006 1.366955 -0.021902 1.185701 0.638676 0.448754 -1.087430 1.400549 0.722873 -1.064153 0.746387 -1.301676 0.555288 2.173732 -0.034829 1.885501 1.007104 0.387340 -1.394444 2.222303 0.606501 -1.643315 -0.065523 -0.037085 1.709322 1.737760 0.039654 -1.735191 1.579159 -0.195686 0.025869 -1.513636 -0.002569 -1.542074 1.737760 5.355746
134.000000 0.000000 84.000000 4.620000 6959.349000 12.000000 2.000000 -0.757077 0.627026 -0.183501 -0.595620 -0.551223 0.600265 0.276951 0.566360 0.780904 4.315164 -4.997518 0.682354 4.130591 -1.048753 2.372167 0.000000 0.000000 0.000000 0.370963 0.944389 1.000000 1.000000 0.831564 0.080461 0.608563 1.000000 0.980996 0.370963 0.944389 1.000000 0.072248 0.035296 1.000000 0.318811 1.000000 0.541407 4.314597 -4.996842 0.682245 4.130280 -1.048726 2.371395 2.041264 0.177744 -2.219009 3.676808 4.183765 -3.197404 4.387945 -5.081789 0.693843 6.567971 -1.667684 3.770992 2.775491 -0.376004 -2.399487 6.177467 4.250565 -4.459853 0.503811 1.865469 5.866536 7.228195 -0.366249 -5.728975 2.712753 -2.649972 -0.137562 -3.216564 -1.499220 -4.578222 7.228195 15.772110
135.000000 0.000000 116.000000 1.220000 37259.531000 13.000000 2.000000 -0.787206 -0.316040 0.529552 0.599951 -0.591120 0.539501 0.143583 0.742279 0.653413 -0.171466 -0.385292 0.556758 0.058402 0.802519 -0.113218 0.000000 0.000000 0.000000 0.289501 1.000000 0.381916 1.000000 0.009598 0.195668 0.222861 1.000000 0.051408 0.289501 1.000000 0.381916 0.278988 0.716042 1.000000 0.126307 0.013463 1.000000 -0.171357 -0.385343 0.556701 0.058188 0.802703 -0.113044 -0.298112 0.687740 -0.389627 0.563945 -0.007206 -0.479023 -0.174270 -0.391894 0.566165 0.092530 1.276459 -0.179763 -0.340319 0.784764 -0.444444 0.876808 0.045487 -0.828859 0.572181 -0.470043 0.647732 -0.394492 0.413445 0.337894 0.266669 0.191118 -0.985626 -0.838850 0.056598 0.203374 0.985626 2.401543
136.000000 0.000000 117.000000 0.890000 38189.477000 14.000000 2.000000 -0.599885 0.590926 -0.539393 -0.787105 -0.315849 0.529456 0.143542 0.741937 0.653198 -0.440872 -0.248880 0.689752 0.743100 0.004577 0.027952 0.000000 0.000000 0.000000 0.289655 1.000000 0.382210 1.000000 0.009733 0.195571 0.222835 1.000000 0.051180 0.289655 1.000000 0.382210 0.279178 0.715994 1.000000 0.126332 0.013475 1.000000 -0.440981 -0.248909 0.689890 0.743363 0.004681 0.027899 -0.441263 0.816284 -0.375021 0.483348 -0.030300 -0.429178 -0.448477 -0.253141 0.701618 1.182096 0.007443 0.044365 -0.530509 0.915256 -0.384747 0.746858 0.002378 -0.765984 -0.559296 -0.565373 0.405882 0.399804 0.934001 -0.031176 0.970225 0.005048 -0.374705 -0.410929 -0.368628 -0.404852 0.970225 2.309620
137.000000 0.000000 118.000000 1.020000 31204.844000 15.000000 2.000000 -0.599916 0.590845 -0.539448 -0.786911 -0.315512 0.529412 0.143960 0.741991 0.653497 -0.436000 0.037940 0.398060 0.711965 0.245439 -0.035431 0.000000 0.000000 0.000000 0.290300 1.000000 0.382655 1.000000 0.009987 0.196134 0.222504 1.000000 0.050642 0.290300 1.000000 0.382655 0.278483 0.716999 1.000000 0.126060 0.012735 1.000000 -0.436560 0.038345 0.398216 0.712334 0.245301 -0.035468 -0.362476 0.577052 -0.214576 0.287793 -0.216182 -0.599496 -0.443982 0.038997 0.404985 1.132753 0.390077 -0.056402 -0.504742 0.696847 -0.192105 0.429858 -0.214992 -1.000083 -0.500371 -0.818868 0.424518 0.106021 0.832060 -0.092829 0.786008 -0.138881 -0.331689 -0.285637 -0.013192 0.032860 0.832060 2.204403
138.000000 0.000000 117.000000 0.600000 35169.046000 16.000000 2.000000 -0.599799 0.590924 -0.539490 -0.787086 -0.315504 0.529507 0.143668 0.742217 0.653131 -0.411975 -0.123264 0.535239 0.708478 -0.032002 0.004958 0.000000 0.000000 0.000000 0.290187 1.000000 0.382910 1.000000 0.009120 0.196060 0.222922 1.000000 0.050693 0.290187 1.000000 0.382910 0.279414 0.716887 1.000000 0.125785 0.013529 1.000000 -0.412067 -0.123610 0.535677 0.708579 -0.032191 0.004568 -0.364298 0.652156 -0.287857 0.492812 -0.080670 -0.411514 -0.419073 -0.125711 0.544784 1.126783 -0.051190 0.007264 -0.456782 0.739879 -0.283097 0.761095 -0.050889 -0.718650 -0.600669 -0.558873 0.319345 0.361141 0.850534 -0.069480 0.856465 -0.063549 -0.249865 -0.255796 -0.291661 -0.297592 0.856465 2.132899
139.000000 0.000000 115.000000 0.700000 34944.744000 17.000000 2.000000 -0.599678 0.590953 -0.539593 -0.787100 -0.315230 0.529377 0.144139 0.741772 0.653590 -0.447627 -0.015087 0.462715 0.643919 0.378911 -0.035598 0.000000 0.000000 0.000000 0.291218 1.000000 0.383408 1.000000 0.010317 0.196276 0.223102 1.000000 0.050490 0.291218 1.000000 0.383408 0.278276 0.718804 1.000000 0.126105 0.012953 1.000000 -0.447507 -0.014996 0.462503 0.643989 0.379237 -0.035702 -0.406096 0.654153 -0.248057 0.140917 -0.217729 -0.610387 -0.455115 -0.015251 0.470366 1.024072 0.603063 -0.056773 -0.553770 0.783797 -0.230027 0.196652 -0.229278 -1.025543 -0.351450 -0.843849 0.484701 -0.007698 0.819079 -0.017072 0.772724 -0.063427 -0.467629 -0.421274 0.024770 0.071125 0.843849 2.211290
140.000000 0.000000 114.000000 0.660000 31279.034000 18.000000 2.000000 -0.599408 0.591206 -0.539615 -0.787045 -0.314873 0.529323 0.144286 0.741471 0.653831 -0.523419 0.093035 0.430384 0.471557 0.471538 0.012709 0.000000 0.000000 0.000000 0.292436 1.000000 0.384724 1.000000 0.011004 0.196252 0.223462 1.000000 0.050555 0.292436 1.000000 0.384724 0.277621 0.719945 1.000000 0.126319 0.012936 1.000000 -0.523384 0.092764 0.430619 0.471683 0.471458 0.012643 -0.298436 0.609713 -0.311277 -0.023587 -0.316932 -0.546850 -0.532281 0.094341 0.437940 0.750070 0.749712 0.020105 -0.404942 0.730930 -0.325988 -0.072130 -0.336747 -0.919909 -0.255964 -0.868101 0.356466 -0.255672 0.694098 0.081668 0.710514 0.098084 -0.438134 -0.454550 0.174003 0.157587 0.868101 2.025156
141.000000 0.000000 114.000000 0.670000 33785.388000 19.000000 2.000000 -0.599136 0.591390 -0.539717 -0.787330 -0.314515 0.529244 0.144493 0.741297 0.653693 -0.563601 -0.017059 0.580660 0.475869 0.493287 -0.036933 0.000000 0.000000 0.000000 0.293545 1.000000 0.385836 1.000000 0.010844 0.196648 0.224237 1.000000 0.050549 0.293545 1.000000 0.385836 0.277719 0.722298 1.000000 0.126305 0.013276 1.000000 -0.563896 -0.016938 0.580834 0.476149 0.493368 -0.036940 -0.429481 0.759860 -0.330379 -0.037145 -0.298570 -0.522773 -0.573483 -0.017226 0.590708 0.757172 0.784553 -0.058743 -0.567956 0.886362 -0.318405 -0.093942 -0.326970 -0.900450 -0.215912 -0.856498 0.402316 -0.238269 0.808375 0.190146 0.760411 0.142183 -0.592462 -0.544499 0.048123 0.096086 0.856498 2.143368
142.000000 0.000000 114.000000 0.710000 41283.580000 20.000000 2.000000 -0.598994 0.591413 -0.539849 -0.787802 -0.314634 0.529470 0.144436 0.741620 0.653787 -0.289513 -0.271469 0.560981 0.483640 0.429794 0.012544 0.000000 0.000000 0.000000 0.293123 1.000000 0.385600 1.000000 0.010596 0.196619 0.225046 1.000000 0.050500 0.293123 1.000000 0.385600 0.277803 0.723423 1.000000 0.125984 0.014118 1.000000 -0.289560 -0.271930 0.561490 0.483448 0.430167 0.012324 -0.433789 0.730525 -0.296736 -0.023517 -0.024540 -0.499346 -0.294482 -0.276553 0.571035 0.768778 0.684051 0.019598 -0.540300 0.850212 -0.309913 -0.049664 -0.035887 -0.863019 -0.041910 -0.600435 0.585795 0.027270 0.659198 0.031493 0.675199 0.047494 -0.617288 -0.633290 -0.058763 -0.074764 0.675199 1.977856
