peak_X peak_Y peak_Itot peak_Isub peak_fwaxmaj peak_fwaxmin peak_inclination Xdev Ydev peak_bkg Ipixmax
870.90   1551.46   21269.50   20197.24   0.98   0.96    216.660   -0.10   0.46   1072.26   20830
536.41   1670.29   19820.52   18766.41   0.90   1.31    123.860   0.41   0.29   1054.11   19286
1021.47   1242.39   18741.46   17584.78   0.98   1.07    339.250   0.47   0.39   1156.69   17261
1245.63   1367.41   17395.56   16332.31   0.93   0.85    108.760   -0.37   0.41   1063.25   14802
840.14   1635.56   16151.38   15095.92   1.12   0.90    23.650   0.14   -0.44   1055.46   15506
1295.07   1405.96   15205.67   14148.22   0.84   0.91    13.070   0.07   -0.04   1057.45   15991
1674.77   1379.11   11925.49   10888.38   0.78   1.04    194.200   -0.23   0.11   1037.11   12024
1542.20   267.89   11825.69   10790.20   0.32   0.69    230.240   0.20   -0.11   1035.49   14744
1631.48   1805.23   10588.23   9562.15   0.82   1.22    232.200   0.48   0.23   1026.07   9895
521.56   1184.32   10477.83   9425.54   1.07   0.87    169.390   -0.44   0.32   1052.30   9887
1075.66   1620.49   10228.16   9181.68   0.93   0.94    40.480   -0.34   0.49   1046.48   8892
1444.92   770.35   9968.79   8913.93   0.99   0.92    359.120   -0.08   0.35   1054.86   10042
1430.54   1535.47   9596.00   8560.35   0.79   0.98    65.250   0.54   0.47   1035.65   8088
830.36   1189.31   9601.17   8531.83   0.90   0.91    304.480   0.36   0.31   1069.34   8691
944.75   890.14   9488.05   8396.17   0.99   1.01    347.820   -0.25   0.14   1091.88   9906
626.32   1553.31   8943.54   7904.96   0.84   1.17    132.410   0.32   0.31   1038.57   8557
1608.57   1164.19   8622.62   7573.55   1.10   0.98    357.200   -0.43   0.19   1049.07   8519
393.56   1904.76   8008.15   6975.44   1.21   1.31    36.670   0.56   -0.24   1032.71   8279
795.30   1184.17   7530.94   6468.03   0.85   0.96    313.820   0.30   0.17   1062.92   7566
1167.22   1038.71   6837.45   5764.03   0.93   0.93    173.200   0.22   -0.29   1073.42   6869
1372.59   1475.61   6713.49   5676.51   0.91   0.77    46.220   -0.41   -0.39   1036.98   6010
1211.21   1343.17   6661.76   5611.25   0.79   0.90    8.620   0.21   0.17   1050.51   6686
1481.67   1154.16   6199.69   5154.77   0.95   0.86    351.930   -0.33   0.16   1044.93   6143
1831.69   1474.12   6112.91   5089.79   0.92   1.07    45.110   -0.31   0.12   1023.13   6496
509.89   916.98   6006.92   4961.29   0.85   0.99    124.710   -0.11   -0.02   1045.63   6224
1195.95   1005.12   6026.29   4960.33   0.92   0.94    280.420   -0.05   0.12   1065.96   6404
892.70   1497.32   5905.32   4857.60   0.90   0.94    188.250   -0.30   0.32   1047.72   5632
395.50   1205.60   5721.84   4685.69   1.21   0.94    230.060   0.50   -0.40   1036.15   5337
1548.71   1002.46   5702.37   4660.36   0.96   0.82    142.060   -0.29   0.46   1042.02   4968
884.96   676.68   5661.32   4599.97   0.96   0.87    312.790   -0.04   -0.32   1061.35   5664
447.58   1534.89   5435.72   4407.32   1.24   1.06    178.300   0.58   -0.11   1028.41   5363
160.63   1668.51   4979.15   3958.70   0.92   1.49    334.670   -0.37   0.51   1020.45   5124
184.18   1265.87   4966.02   3941.76   1.06   1.13    339.860   0.18   -0.13   1024.26   5148
1342.64   1158.21   4961.16   3911.72   0.86   0.79    164.230   -0.36   0.21   1049.44   4696
151.76   1872.42   4838.64   3821.16   1.52   0.98    230.090   -0.24   0.42   1017.48   5092
1320.12   541.73   4637.87   3593.53   0.92   0.96    345.840   0.12   -0.27   1044.34   4628
1568.75   1327.75   4573.86   3542.94   0.89   0.83    61.840   -0.25   -0.25   1030.91   4586
